Customer ID,Name,Age,Gender,Location,Transaction History,Online Behavior,Interests,Values,Lifestyle,Target
CUS0788,Customer 788,59,Male,Perth,24079.47,Passive,Tech,Security,Family-Oriented,High Networth Individuals
CUS0789,Customer 789,21,Male,Perth,20222.06,Active,Music,Convenience,Business Owner,Students
CUS0790,Customer 790,72,Female,Adelaide,7951.75,Active,Music,Customer Service,Single,Young clients
CUS0791,Customer 791,41,Female,Sydney,20902.52,Passive,Travel,Innovation,Single,High Networth Individuals
CUS0792,Customer 792,28,Female,Adelaide,32894.21,Active,Travel,Innovation,Business Owner,Young clients
CUS0793,Customer 793,38,Female,Perth,15127.78,Active,Travel,Low Fees,Student,High Networth Individuals
CUS0794,Customer 794,34,Male,Perth,48740.22,Passive,Music,Customer Service,Business Owner,Tech savvy customer
CUS0795,Customer 795,43,Male,Melbourne,28460.73,Passive,Fashion,Innovation,Business Owner,Frequent traveller
CUS0796,Customer 796,74,Male,Perth,44579.97,Passive,Travel,Innovation,Single,High Networth Individuals
CUS0797,Customer 797,33,Female,Sydney,4549.06,Active,Fashion,Customer Service,Business Owner,Small business
CUS0798,Customer 798,64,Male,Adelaide,47476.14,Passive,Fashion,Low Fees,Retired,High Networth Individuals
CUS0799,Customer 799,44,Male,Adelaide,26270.44,Active,Tech,Convenience,Single,High Networth Individuals
CUS0800,Customer 800,61,Male,Brisbane,4636.18,Active,Tech,Security,Business Owner,Family
CUS0801,Customer 801,26,Female,Melbourne,17602.89,Active,Finance,Security,Single,Single
CUS0802,Customer 802,58,Female,Perth,10537.9,Active,Fashion,Low Fees,Student,Small business
CUS0803,Customer 803,68,Female,Sydney,38450.45,Passive,Fashion,Low Fees,Business Owner,Small business
CUS0804,Customer 804,70,Non-binary,Perth,12034.83,Passive,Travel,Convenience,Retired,Frequent traveller
CUS0805,Customer 805,18,Non-binary,Hobart,45421.45,Passive,Fashion,Convenience,Student,Students
CUS0806,Customer 806,62,Female,Adelaide,48461.77,Passive,Finance,Convenience,Retired,High Networth Individuals
CUS0807,Customer 807,79,Non-binary,Brisbane,26118.85,Active,Finance,Innovation,Retired,High Networth Individuals
CUS0808,Customer 808,49,Male,Adelaide,27900.08,Passive,Travel,Security,Business Owner,Frequent traveller
CUS0809,Customer 809,33,Male,Perth,24854.63,Active,Tech,Customer Service,Student,High Networth Individuals
CUS0810,Customer 810,50,Non-binary,Hobart,48554.91,Active,Fashion,Security,Business Owner,High Networth Individuals
CUS0811,Customer 811,79,Female,Perth,3286.63,Passive,Sports,Low Fees,Business Owner,Small business
CUS0812,Customer 812,73,Male,Adelaide,4992.46,Passive,Sports,Low Fees,Single,Small business
CUS0813,Customer 813,38,Male,Adelaide,37568.63,Passive,Tech,Convenience,Single,Single
CUS0814,Customer 814,78,Non-binary,Melbourne,2703.08,Passive,Finance,Security,Single,Small business
CUS0815,Customer 815,62,Male,Melbourne,46215.38,Passive,Sports,Low Fees,Single,High Networth Individuals
CUS0816,Customer 816,20,Non-binary,Brisbane,23009.42,Active,Finance,Innovation,Business Owner,High Networth Individuals
CUS0817,Customer 817,60,Non-binary,Melbourne,5856.74,Passive,Finance,Innovation,Business Owner,Single
CUS0818,Customer 818,21,Male,Perth,26673.29,Passive,Tech,Convenience,Single,Tech savvy customer
CUS0819,Customer 819,55,Female,Brisbane,6318.91,Active,Travel,Innovation,Business Owner,Family
CUS0820,Customer 820,37,Male,Perth,46022.54,Passive,Sports,Low Fees,Business Owner,High Networth Individuals
CUS0821,Customer 821,79,Male,Perth,7779.49,Active,Fashion,Customer Service,Retired,Family
CUS0822,Customer 822,69,Male,Hobart,28715.55,Passive,Finance,Convenience,Family-Oriented,High Networth Individuals
CUS0823,Customer 823,53,Non-binary,Adelaide,37399.79,Passive,Sports,Innovation,Retired,High Networth Individuals
CUS0824,Customer 824,61,Male,Sydney,44455.45,Passive,Fashion,Low Fees,Student,High Networth Individuals
CUS0825,Customer 825,62,Female,Perth,29944.85,Passive,Fashion,Low Fees,Retired,High Networth Individuals
CUS0826,Customer 826,64,Non-binary,Melbourne,47893.14,Active,Tech,Security,Business Owner,Small business
CUS0827,Customer 827,42,Male,Melbourne,22002.52,Active,Music,Innovation,Retired,High Networth Individuals
CUS0828,Customer 828,44,Male,Melbourne,30973.16,Active,Sports,Customer Service,Student,High Networth Individuals
CUS0829,Customer 829,51,Female,Hobart,29725.06,Passive,Sports,Security,Single,High Networth Individuals
CUS0830,Customer 830,22,Non-binary,Hobart,48153.78,Passive,Finance,Convenience,Business Owner,Small business
CUS0831,Customer 831,55,Non-binary,Melbourne,16504.8,Active,Tech,Security,Single,High Networth Individuals
CUS0832,Customer 832,24,Male,Adelaide,27790.64,Passive,Tech,Convenience,Single,Young clients
CUS0833,Customer 833,46,Non-binary,Perth,18928.85,Active,Travel,Customer Service,Business Owner,Single
CUS0834,Customer 834,36,Female,Sydney,1807.25,Active,Travel,Low Fees,Family-Oriented,Family
CUS0835,Customer 835,76,Male,Adelaide,40445.75,Passive,Music,Security,Student,High Networth Individuals
CUS0836,Customer 836,25,Female,Perth,14727.34,Active,Fashion,Customer Service,Family-Oriented,Young clients
CUS0837,Customer 837,68,Non-binary,Melbourne,34420.5,Active,Music,Low Fees,Family-Oriented,High Networth Individuals
CUS0838,Customer 838,54,Non-binary,Hobart,32942.55,Active,Fashion,Innovation,Single,High Networth Individuals
CUS0839,Customer 839,22,Female,Melbourne,16317.42,Active,Finance,Convenience,Student,Frequent traveller
CUS0840,Customer 840,75,Non-binary,Hobart,45029.18,Passive,Travel,Innovation,Business Owner,Frequent traveller
CUS0841,Customer 841,47,Male,Sydney,15466.96,Active,Travel,Low Fees,Single,High Networth Individuals
CUS0842,Customer 842,62,Female,Brisbane,29162.65,Passive,Sports,Customer Service,Retired,High Networth Individuals
CUS0843,Customer 843,61,Female,Adelaide,46219.3,Active,Music,Customer Service,Family-Oriented,High Networth Individuals
CUS0844,Customer 844,22,Male,Melbourne,42605.55,Passive,Tech,Customer Service,Single,Tech savvy customer
CUS0845,Customer 845,71,Male,Hobart,8160.64,Passive,Tech,Low Fees,Retired,Family
CUS0846,Customer 846,49,Male,Hobart,17155.65,Active,Finance,Innovation,Single,High Networth Individuals
CUS0847,Customer 847,73,Male,Adelaide,11415.04,Passive,Finance,Low Fees,Single,High Networth Individuals
CUS0848,Customer 848,63,Non-binary,Sydney,43281.15,Passive,Travel,Convenience,Business Owner,Young clients
CUS0849,Customer 849,40,Male,Perth,30586.72,Active,Tech,Innovation,Business Owner,Family
CUS0850,Customer 850,36,Female,Adelaide,11416.18,Active,Sports,Customer Service,Single,Small business
CUS0851,Customer 851,49,Male,Sydney,35598.8,Passive,Fashion,Security,Family-Oriented,High Networth Individuals
CUS0852,Customer 852,61,Male,Melbourne,42394.43,Passive,Music,Security,Family-Oriented,High Networth Individuals
CUS0853,Customer 853,48,Male,Melbourne,31626.23,Active,Travel,Customer Service,Retired,High Networth Individuals
CUS0854,Customer 854,79,Non-binary,Brisbane,8669.51,Passive,Travel,Security,Retired,Young clients
CUS0855,Customer 855,52,Non-binary,Melbourne,31058,Active,Music,Low Fees,Student,High Networth Individuals
CUS0856,Customer 856,80,Male,Hobart,49053.51,Active,Tech,Customer Service,Single,High Networth Individuals
CUS0857,Customer 857,56,Female,Hobart,37636.36,Active,Tech,Low Fees,Retired,High Networth Individuals
CUS0858,Customer 858,70,Male,Perth,48755.69,Active,Sports,Convenience,Business Owner,Small business
CUS0859,Customer 859,40,Non-binary,Adelaide,3276.6,Passive,Tech,Convenience,Retired,Tech savvy customer
CUS0860,Customer 860,77,Non-binary,Sydney,18911.57,Passive,Tech,Convenience,Business Owner,Small business
CUS0861,Customer 861,19,Female,Perth,13997.28,Passive,Travel,Innovation,Single,Single
CUS0862,Customer 862,23,Non-binary,Melbourne,18473.67,Active,Travel,Security,Single,Single
CUS0863,Customer 863,75,Non-binary,Sydney,48741.2,Active,Travel,Low Fees,Business Owner,High Networth Individuals
CUS0864,Customer 864,41,Male,Perth,41350.66,Active,Music,Security,Student,High Networth Individuals
CUS0865,Customer 865,41,Male,Hobart,21850.08,Passive,Travel,Convenience,Retired,High Networth Individuals
CUS0866,Customer 866,52,Male,Sydney,49839.83,Active,Finance,Customer Service,Business Owner,Tech savvy customer
CUS0867,Customer 867,58,Non-binary,Melbourne,8914.59,Passive,Sports,Low Fees,Business Owner,High Networth Individuals
CUS0868,Customer 868,25,Male,Adelaide,32418.4,Active,Finance,Customer Service,Business Owner,Small business
CUS0869,Customer 869,59,Female,Hobart,8161.14,Passive,Music,Security,Student,Young clients
CUS0870,Customer 870,32,Female,Adelaide,19684.13,Active,Sports,Customer Service,Student,High Networth Individuals
CUS0871,Customer 871,22,Female,Perth,6520.88,Active,Travel,Low Fees,Business Owner,Students
CUS0872,Customer 872,67,Male,Brisbane,14041.46,Active,Tech,Security,Student,High Networth Individuals
CUS0873,Customer 873,59,Female,Brisbane,13488.7,Active,Fashion,Convenience,Retired,Frequent traveller
CUS0874,Customer 874,31,Male,Melbourne,25242,Active,Music,Low Fees,Single,Single
CUS0875,Customer 875,56,Male,Melbourne,12227.68,Passive,Sports,Customer Service,Business Owner,Family
CUS0876,Customer 876,74,Male,Brisbane,32822,Passive,Finance,Customer Service,Single,High Networth Individuals
CUS0877,Customer 877,28,Non-binary,Brisbane,6315.11,Active,Tech,Security,Business Owner,Small business
CUS0878,Customer 878,46,Non-binary,Brisbane,33647.32,Active,Finance,Low Fees,Retired,High Networth Individuals
CUS0879,Customer 879,79,Female,Sydney,3812.46,Passive,Music,Security,Student,Frequent traveller
CUS0880,Customer 880,68,Non-binary,Brisbane,24567.46,Passive,Fashion,Convenience,Family-Oriented,High Networth Individuals
CUS0881,Customer 881,38,Non-binary,Brisbane,30813.09,Passive,Travel,Customer Service,Family-Oriented,High Networth Individuals
CUS0882,Customer 882,31,Non-binary,Hobart,5693.11,Passive,Travel,Innovation,Student,Tech savvy customer
CUS0883,Customer 883,68,Non-binary,Perth,5343.15,Active,Sports,Innovation,Single,Tech savvy customer
CUS0884,Customer 884,58,Female,Perth,27554.03,Passive,Sports,Customer Service,Business Owner,Small business
CUS0885,Customer 885,54,Non-binary,Melbourne,4826.61,Passive,Tech,Security,Retired,Single
CUS0886,Customer 886,46,Non-binary,Sydney,32085.99,Passive,Travel,Low Fees,Retired,High Networth Individuals
CUS0887,Customer 887,73,Male,Perth,44668.5,Passive,Fashion,Low Fees,Business Owner,Family
CUS0888,Customer 888,62,Non-binary,Perth,3774.77,Passive,Sports,Customer Service,Student,Young clients
CUS0889,Customer 889,61,Non-binary,Perth,13972.29,Passive,Sports,Customer Service,Family-Oriented,High Networth Individuals
CUS0890,Customer 890,52,Female,Adelaide,33020.43,Passive,Travel,Low Fees,Retired,High Networth Individuals
CUS0891,Customer 891,70,Female,Brisbane,27427.63,Active,Music,Convenience,Student,High Networth Individuals
CUS0892,Customer 892,65,Female,Hobart,2511.61,Active,Music,Security,Student,Family
CUS0893,Customer 893,52,Female,Hobart,36818.77,Passive,Fashion,Security,Retired,High Networth Individuals
CUS0894,Customer 894,53,Male,Adelaide,42385.26,Passive,Travel,Low Fees,Single,High Networth Individuals
CUS0895,Customer 895,43,Female,Sydney,16019.03,Active,Fashion,Convenience,Family-Oriented,High Networth Individuals
CUS0896,Customer 896,74,Non-binary,Melbourne,21393.63,Passive,Travel,Customer Service,Family-Oriented,High Networth Individuals
CUS0897,Customer 897,62,Non-binary,Adelaide,33849.61,Active,Tech,Low Fees,Student,High Networth Individuals
CUS0898,Customer 898,70,Female,Adelaide,15200.47,Active,Music,Security,Business Owner,Young clients
CUS0899,Customer 899,70,Female,Brisbane,6808.43,Passive,Music,Innovation,Student,High Networth Individuals
CUS0900,Customer 900,37,Female,Brisbane,6196.26,Passive,Travel,Customer Service,Single,High Networth Individuals
CUS0901,Customer 901,80,Male,Perth,4822.44,Active,Fashion,Convenience,Single,High Networth Individuals
CUS0902,Customer 902,73,Non-binary,Sydney,43868.82,Active,Sports,Customer Service,Single,High Networth Individuals
CUS0903,Customer 903,77,Male,Perth,3451.8,Active,Travel,Security,Student,Tech savvy customer
CUS0904,Customer 904,58,Non-binary,Perth,23796.14,Active,Music,Security,Family-Oriented,High Networth Individuals
CUS0905,Customer 905,52,Non-binary,Sydney,5653.84,Active,Finance,Convenience,Student,Small business
CUS0906,Customer 906,50,Male,Brisbane,15971.06,Passive,Fashion,Security,Retired,High Networth Individuals
CUS0907,Customer 907,26,Non-binary,Adelaide,21904.43,Active,Finance,Customer Service,Single,High Networth Individuals
CUS0908,Customer 908,38,Female,Brisbane,42363.06,Passive,Tech,Convenience,Single,Single
CUS0909,Customer 909,39,Non-binary,Brisbane,28176.53,Active,Sports,Convenience,Single,Single
CUS0910,Customer 910,36,Female,Brisbane,17881.33,Passive,Travel,Customer Service,Family-Oriented,High Networth Individuals
CUS0911,Customer 911,74,Male,Sydney,20478.91,Passive,Sports,Security,Business Owner,Family
CUS0912,Customer 912,40,Non-binary,Adelaide,4000.2,Active,Sports,Low Fees,Student,High Networth Individuals
CUS0913,Customer 913,65,Non-binary,Adelaide,17909.62,Passive,Fashion,Innovation,Single,High Networth Individuals
CUS0914,Customer 914,60,Female,Melbourne,8951.78,Passive,Sports,Convenience,Student,Small business
CUS0915,Customer 915,31,Non-binary,Hobart,11802.83,Passive,Fashion,Low Fees,Student,Tech savvy customer
CUS0916,Customer 916,80,Non-binary,Melbourne,5998.97,Passive,Travel,Innovation,Retired,Frequent traveller
CUS0917,Customer 917,65,Male,Hobart,16487.29,Passive,Travel,Customer Service,Business Owner,Family
CUS0918,Customer 918,53,Male,Brisbane,15214.47,Active,Fashion,Convenience,Business Owner,Small business
CUS0919,Customer 919,75,Non-binary,Melbourne,12390.99,Active,Music,Low Fees,Single,Tech savvy customer
CUS0920,Customer 920,44,Male,Hobart,31997.58,Active,Tech,Innovation,Family-Oriented,High Networth Individuals
CUS0921,Customer 921,43,Male,Sydney,25991.98,Passive,Music,Convenience,Single,High Networth Individuals
CUS0922,Customer 922,37,Female,Hobart,8045.37,Active,Travel,Innovation,Student,Family
CUS0923,Customer 923,53,Non-binary,Perth,3516.15,Passive,Travel,Convenience,Business Owner,Single
CUS0924,Customer 924,49,Male,Hobart,6450.03,Active,Finance,Customer Service,Business Owner,Small business
CUS0925,Customer 925,50,Male,Adelaide,30930.24,Passive,Finance,Security,Business Owner,Family
CUS0926,Customer 926,62,Male,Adelaide,16601.52,Active,Travel,Low Fees,Student,High Networth Individuals
CUS0927,Customer 927,29,Non-binary,Sydney,11155.46,Passive,Sports,Customer Service,Retired,Tech savvy customer
CUS0928,Customer 928,68,Female,Perth,46086.08,Active,Tech,Convenience,Retired,High Networth Individuals
CUS0929,Customer 929,38,Male,Brisbane,1056.27,Active,Music,Convenience,Business Owner,Frequent traveller
CUS0930,Customer 930,75,Female,Hobart,28551.48,Active,Music,Customer Service,Retired,High Networth Individuals
CUS0931,Customer 931,50,Non-binary,Perth,10616.85,Passive,Music,Convenience,Single,Tech savvy customer
CUS0932,Customer 932,44,Non-binary,Brisbane,41043.24,Passive,Finance,Customer Service,Student,High Networth Individuals
CUS0933,Customer 933,68,Non-binary,Melbourne,44732.65,Active,Finance,Innovation,Family-Oriented,High Networth Individuals
CUS0934,Customer 934,58,Male,Brisbane,18447.88,Active,Travel,Innovation,Single,High Networth Individuals
CUS0935,Customer 935,21,Male,Sydney,3064.99,Active,Fashion,Security,Family-Oriented,Young clients
CUS0936,Customer 936,37,Non-binary,Adelaide,39715.71,Active,Tech,Security,Single,Single
CUS0937,Customer 937,39,Female,Perth,5295.15,Active,Fashion,Security,Family-Oriented,Young clients
CUS0938,Customer 938,66,Female,Adelaide,33849.75,Active,Fashion,Security,Student,High Networth Individuals
CUS0939,Customer 939,44,Female,Melbourne,26821.77,Active,Sports,Customer Service,Student,High Networth Individuals
CUS0940,Customer 940,29,Male,Hobart,12433.88,Active,Sports,Low Fees,Family-Oriented,Young clients
CUS0941,Customer 941,46,Female,Melbourne,4988.01,Passive,Travel,Security,Business Owner,Small business
CUS0942,Customer 942,59,Non-binary,Sydney,3975.08,Passive,Travel,Customer Service,Single,Young clients
CUS0943,Customer 943,77,Male,Adelaide,46747.35,Passive,Sports,Security,Student,High Networth Individuals
CUS0944,Customer 944,26,Female,Adelaide,10405.17,Active,Music,Innovation,Retired,High Networth Individuals
CUS0945,Customer 945,51,Male,Perth,29580.59,Active,Fashion,Security,Student,High Networth Individuals
CUS0946,Customer 946,77,Male,Melbourne,9049.32,Active,Music,Security,Single,Frequent traveller
CUS0947,Customer 947,63,Female,Brisbane,5637.43,Passive,Sports,Innovation,Retired,High Networth Individuals
CUS0948,Customer 948,34,Male,Sydney,2973.48,Passive,Fashion,Convenience,Student,Tech savvy customer
CUS0949,Customer 949,62,Female,Hobart,29977.75,Active,Finance,Innovation,Retired,High Networth Individuals
CUS0950,Customer 950,32,Male,Sydney,44100.69,Passive,Sports,Low Fees,Business Owner,Young clients
CUS0951,Customer 951,29,Female,Melbourne,35625.36,Passive,Finance,Innovation,Business Owner,Family
CUS0952,Customer 952,61,Male,Adelaide,6514.33,Passive,Sports,Convenience,Retired,Family
CUS0953,Customer 953,61,Male,Hobart,7911,Active,Fashion,Innovation,Family-Oriented,Young clients
CUS0954,Customer 954,51,Female,Hobart,4313.99,Passive,Sports,Customer Service,Retired,Family
CUS0955,Customer 955,52,Female,Melbourne,20701.97,Passive,Fashion,Security,Retired,High Networth Individuals
CUS0956,Customer 956,58,Non-binary,Adelaide,36580.11,Passive,Finance,Innovation,Student,High Networth Individuals
CUS0957,Customer 957,59,Male,Sydney,38923.26,Passive,Finance,Low Fees,Family-Oriented,High Networth Individuals
CUS0958,Customer 958,39,Male,Brisbane,32814.21,Passive,Fashion,Innovation,Family-Oriented,High Networth Individuals
CUS0959,Customer 959,70,Non-binary,Melbourne,22330.15,Passive,Music,Low Fees,Single,High Networth Individuals
CUS0960,Customer 960,80,Non-binary,Sydney,20817.74,Passive,Travel,Security,Family-Oriented,High Networth Individuals
CUS0961,Customer 961,74,Non-binary,Sydney,34349.47,Passive,Fashion,Innovation,Business Owner,Small business
CUS0962,Customer 962,55,Non-binary,Hobart,4805.64,Active,Tech,Security,Business Owner,High Networth Individuals
CUS0963,Customer 963,29,Male,Adelaide,31780.97,Passive,Music,Security,Student,High Networth Individuals
CUS0964,Customer 964,73,Male,Adelaide,6765.31,Active,Tech,Security,Retired,Young clients
CUS0965,Customer 965,50,Non-binary,Brisbane,33155.75,Active,Tech,Low Fees,Retired,High Networth Individuals
CUS0966,Customer 966,80,Non-binary,Sydney,25370.98,Active,Music,Convenience,Family-Oriented,High Networth Individuals
CUS0967,Customer 967,21,Female,Adelaide,6741.12,Active,Finance,Innovation,Single,Students
CUS0968,Customer 968,30,Female,Melbourne,35773.49,Passive,Travel,Innovation,Family-Oriented,High Networth Individuals
CUS0969,Customer 969,24,Female,Hobart,14178.33,Passive,Fashion,Low Fees,Family-Oriented,Young clients
CUS0970,Customer 970,24,Male,Adelaide,35822.29,Active,Music,Security,Business Owner,Students
CUS0971,Customer 971,79,Male,Brisbane,8714.5,Passive,Music,Customer Service,Business Owner,High Networth Individuals
CUS0972,Customer 972,67,Non-binary,Hobart,45505.96,Passive,Travel,Security,Student,High Networth Individuals
CUS0973,Customer 973,37,Non-binary,Sydney,22147.32,Passive,Finance,Convenience,Business Owner,High Networth Individuals
CUS0974,Customer 974,23,Non-binary,Hobart,40351.88,Active,Finance,Innovation,Single,Single
CUS0975,Customer 975,70,Non-binary,Melbourne,27576.21,Active,Tech,Low Fees,Retired,High Networth Individuals
CUS0976,Customer 976,77,Male,Perth,38425.7,Passive,Sports,Security,Business Owner,Tech savvy customer
CUS0977,Customer 977,61,Male,Sydney,34871.46,Active,Sports,Security,Single,High Networth Individuals
CUS0978,Customer 978,35,Non-binary,Sydney,47325.07,Active,Tech,Convenience,Single,Single
CUS0979,Customer 979,56,Female,Perth,3726.97,Passive,Fashion,Low Fees,Business Owner,Small business
CUS0980,Customer 980,42,Female,Sydney,6593.73,Passive,Sports,Innovation,Student,Young clients
CUS0981,Customer 981,56,Non-binary,Sydney,28100.93,Active,Finance,Convenience,Single,High Networth Individuals
CUS0982,Customer 982,77,Female,Sydney,9159.97,Passive,Finance,Customer Service,Family-Oriented,Family
CUS0983,Customer 983,73,Female,Hobart,34566.55,Active,Travel,Security,Family-Oriented,High Networth Individuals
CUS0984,Customer 984,61,Non-binary,Melbourne,16505.92,Active,Music,Security,Family-Oriented,High Networth Individuals
CUS0985,Customer 985,36,Non-binary,Sydney,25486.43,Passive,Tech,Convenience,Retired,High Networth Individuals
CUS0986,Customer 986,23,Non-binary,Adelaide,25223.76,Passive,Sports,Innovation,Single,Young clients
CUS0987,Customer 987,47,Non-binary,Melbourne,45225.44,Active,Fashion,Innovation,Student,High Networth Individuals
CUS0988,Customer 988,55,Male,Perth,35004.17,Active,Tech,Convenience,Student,High Networth Individuals
CUS0989,Customer 989,57,Female,Perth,15512.69,Active,Music,Convenience,Business Owner,High Networth Individuals
CUS0990,Customer 990,64,Non-binary,Adelaide,28487.5,Active,Travel,Low Fees,Single,High Networth Individuals
CUS0991,Customer 991,46,Non-binary,Brisbane,48863.11,Passive,Travel,Innovation,Student,High Networth Individuals
CUS0992,Customer 992,69,Non-binary,Sydney,39829.14,Active,Travel,Customer Service,Business Owner,Frequent traveller
CUS0993,Customer 993,34,Female,Sydney,21130.13,Active,Fashion,Innovation,Retired,High Networth Individuals
CUS0994,Customer 994,50,Male,Perth,28357.57,Passive,Finance,Security,Business Owner,Family
CUS0995,Customer 995,75,Female,Perth,11248.27,Passive,Fashion,Security,Retired,Family
CUS0996,Customer 996,76,Non-binary,Sydney,9774.27,Passive,Fashion,Convenience,Business Owner,Small business
CUS0997,Customer 997,64,Male,Sydney,20563.77,Passive,Sports,Customer Service,Family-Oriented,High Networth Individuals
CUS0998,Customer 998,36,Female,Perth,37074.81,Active,Music,Low Fees,Business Owner,High Networth Individuals
CUS0999,Customer 999,55,Female,Perth,46418.8,Active,Sports,Customer Service,Retired,High Networth Individuals
